Input your EMPA data as the examples.  Do NOT delete any column,,,,,,Columns for input EMPA data.,,,,,,,,,,,,,,,,,"Calculated Fe2O3, FeO, and H2O",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Final result of site assignment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calculation of Fe3+/FeTotal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nomenclature according to IMA2012 (Hawthorne et al., 2012)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comment 1,Ref. Fe3+/Fet,Reference,Label,Host rock/origin,Methods,SiO2,TiO2,Al2O3,Cr2O3,Fe2O3,FeO,FeOtot,MnO,MgO,CaO,Na2O,K2O,F,Cl,NiO,ZnO,Li2O,–O=F+Cl,Totalinitial,Fe2O3 calc,FeO calc,H2Ocalc,Totalcalc,,Molecular Weight,SiO2,TiO2,Al2O3,Cr2O3,Fe2O3,FeO,MnO,MgO,CaO,Na2O,K2O,F,Cl,Li2O,NiO,ZnO,,Mole,Si,Ti,Al,Cr,Fetotal,Mn,Mg,Ca,Na,K,F,Cl,Li,Ni,Zn,,interprocess,T.Si,T.Al,C.Fe3,C.Fe2,C.Mn2,C.Mg,C.Ti,B.Ca,B.Na,A.K,W.F,W.Cl,W.OH,,Coefficient,,,Calculated,T.Si,T.Al,T.Ti,T.sum,C.Al,C.Ti,C.Fe3,C.Cr,C.Ni,C.Zn,C.Mn2,C.Mg,C.Fe2,C.Li,C.sum,B.Mn2,B.Fe2,B.Mg,B.Li,B.Ca,B.Na ,B.sum,A.Ca,A.Na,A.K,A.sum,W.OH,W.F,W.Cl,W.O2-,W.sum,calc.Fetot,calc.tot.Fe3+,calc.tot.Fe2+,calc.Fe3+/Fetot,,Group ,OH,F,Cl,OH+F+Cl,W.O,BCa,BNa,BLi,BΣM2+= Mg + Fe2+ +Mn2+,ΣB,BCa/ΣB,BNa/ΣB,BLi/ΣB,BΣM2+/ΣB,BCa/B(Ca+Na),B(Ca+ΣM2+)/ΣB,B(Na+Li)/ΣB,"(OH,F,Cl)-dominate amphibole",Oxo amphibole,Mg-Fe-Mn Amphibole,Ca Amphibole,Na-Ca Amphibole,Na Amphibole,Li Amphibole,Na-(Mg-Fe-Mn) Amphibole,Li-(Mg-Fe-Mn) Amphibole,Li-Ca Amphibole,Group ,Subgroup,BMn2+,BFe2+,BMg2+,CMn2+,CFe2+,CMg2+,CZn,CNi,CAl,CFe3+,CCr,CTi,CLi,BMn2++CMn2+,BMg2++CMg2+,BFe2++CFe2+,x= XFe2,y= XMn2,C(Mg/(M2++Fe3),AVacancy,ACa,ANa,AK,A+= A(Na+K+2Ca),"C+ = C(Al+Fe3+Cr+2Ti)-C.Li-min(O,Fe3)",,Cummingtonite,Grunerite,Rootname 3,,Tremolite,Hornblende,Tschermakite,Edenite,Pargasite,Sadanagaite,Cannilloite,Rootname 4,Hastingsite,Actinolite,,Winchite,Barroisite,Richterite,Katophorite,Taramite,,Glaucophane,Eckermannite,Nybøite,Leakeite,Riebeckite,Arfvedsonite,,"""Clino-holmquistite""",Pedrizite,Rootname 5,,Rootname 6,Rootname 7,Rootname 8,Rootname 9,Rootname 10,Ghoseite,Rootname 12,Rootname 13,Rootname 14,Rootname 15,Rootname 16,,Rootname 17,Rootname 18,Rootname 19,Rootname 20,Rootname 21,,Rootname 22,Rootname 23,Rootname 24,Rootname 25,Rootname 26,,Obertiite,Kaersutite,,possible number,Rootname,,Ti-rich ,oxo-,potassic-,zinco-,mangano-,magnesio-,ferro-,chromio-,ferri-,chloro-,fluoro-,,Final Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,KAMCHATKA,EPMA,45.452,1.95465,8.88183,0.046551,,11.8075,,0.261727,14.8663,11.1243,2.05904,0.409765,0.085335,0.06703,0.014759,,,0.05,85.17,#DIV/0!,#DIV/0!,1.95,#DIV/0!,,,60.084 ,79.879 ,101.961 ,151.990 ,159.690 ,71.846 ,70.938 ,40.304 ,56.077 ,61.979 ,94.196 ,18.998 ,35.450 ,29.880 ,74.692 ,81.390 ,,,0.756 ,0.024 ,0.174 ,0.001 ,0.000 ,0.004 ,0.369 ,0.198 ,0.066 ,0.009 ,0.004 ,0.002 ,0.000 ,0.000 ,0.000 ,,,6.998 ,1.021 ,(0.151),0.606 ,0.027 ,3.520 ,0.228 ,1.849 ,0.656 ,0.086 ,0.068 ,0.010 ,2.376 ,,9.251 ,,,,6.998 ,1.021 ,0.000 ,8.019 ,0.591 ,0.228 ,0.000 ,0.006 ,0.002 ,0.000 ,0.027 ,3.412 ,0.000 ,,4.266 ,0.007 ,0.000 ,0.000 ,,1.849 ,0.656 ,2.512 ,0.000 ,0.000 ,0.086 ,0.086 ,2.000 ,0.068 ,0.010 ,0.000 ,2.079 ,0.00,0.000,0.000,#DIV/0!,,,2.000 ,0.068 ,0.010 ,2.079 ,0.000 ,1.85 ,0.66 ,0.00 ,0.01 ,2.51 ,0.74,0.26,0.00,0.00,0.74 ,0.74,0.26,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"(OH,F,Cl)-dominate amphibole",Na-Ca Amphibole,0.007 ,0.000 ,0.000 ,0.027 ,0.000 ,3.412 ,0.00 ,0.00 ,0.591 ,0.000 ,0.01 ,0.228 ,0.00 ,0.03 ,3.41 ,0.00 ,0.00 ,0.01 ,0.99 ,0.91 ,0.00 ,0.00 ,0.09 ,0.09 ,1.05 ,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,1,Winchite,,,,,,,,,,,,,,Winchite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,KAMCHATKA,EPMA,45.32,1.86652,8.84506,0.005069,,11.4224,,0.273957,15.1027,10.9566,2.1473,0.323084,0.041436,0.034397,0.006222,,,0.03,84.90,#DIV/0!,#DIV/0!,1.95,#DIV/0!,,,60.084 ,79.879 ,101.961 ,151.990 ,159.690 ,71.846 ,70.938 ,40.304 ,56.077 ,61.979 ,94.196 ,18.998 ,35.450 ,29.880 ,74.692 ,81.390 ,,,0.754 ,0.023 ,0.173 ,0.000 ,0.000 ,0.004 ,0.375 ,0.195 ,0.069 ,0.007 ,0.002 ,0.001 ,0.000 ,0.000 ,0.000 ,,,6.980 ,1.046 ,(0.100),0.538 ,0.027 ,3.566 ,0.226 ,1.824 ,0.654 ,0.070 ,0.047 ,0.002 ,2.399 ,,9.254 ,,,,6.980 ,1.046 ,0.000 ,8.026 ,0.560 ,0.226 ,0.000 ,0.001 ,0.001 ,0.000 ,0.027 ,3.468 ,0.000 ,,4.282 ,0.009 ,0.000 ,0.000 ,,1.824 ,0.654 ,2.487 ,0.000 ,0.000 ,0.070 ,0.070 ,2.000 ,0.047 ,0.002 ,0.000 ,2.049 ,0.00,0.000,0.000,#DIV/0!,,,2.000 ,0.047 ,0.002 ,2.049 ,0.000 ,1.82 ,0.65 ,0.00 ,0.01 ,2.49 ,0.73,0.26,0.00,0.00,0.74 ,0.74,0.26,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"(OH,F,Cl)-dominate amphibole",Na-Ca Amphibole,0.009 ,0.000 ,0.000 ,0.027 ,0.000 ,3.468 ,0.00 ,0.00 ,0.560 ,0.000 ,0.00 ,0.226 ,0.00 ,0.04 ,3.47 ,0.00 ,0.00 ,0.01 ,0.99 ,0.93 ,0.00 ,0.00 ,0.07 ,0.07 ,1.01 ,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,1,Winchite,,,,,,,,,,,,,,Winchite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,KAMCHATKA,EPMA,43.7609,1.93436,10.1553,0.044642,,12.0803,,0.278943,14.4223,11.1306,2.28306,0.335274,0.065727,0.042359,0.008884,,,0.04,84.43,#DIV/0!,#DIV/0!,1.93,#DIV/0!,,,60.084 ,79.879 ,101.961 ,151.990 ,159.690 ,71.846 ,70.938 ,40.304 ,56.077 ,61.979 ,94.196 ,18.998 ,35.450 ,29.880 ,74.692 ,81.390 ,,,0.728 ,0.024 ,0.199 ,0.001 ,0.000 ,0.004 ,0.358 ,0.198 ,0.074 ,0.007 ,0.003 ,0.001 ,0.000 ,0.000 ,0.000 ,,,6.809 ,1.224 ,(0.107),0.573 ,0.030 ,3.448 ,0.242 ,1.864 ,0.640 ,0.074 ,0.064 ,0.004 ,2.388 ,,9.348 ,,,,6.809 ,1.224 ,0.000 ,8.033 ,0.638 ,0.242 ,0.000 ,0.005 ,0.001 ,0.000 ,0.030 ,3.345 ,0.000 ,,4.262 ,0.007 ,0.000 ,0.000 ,,1.864 ,0.640 ,2.512 ,0.000 ,0.048 ,0.074 ,0.123 ,2.000 ,0.064 ,0.004 ,0.000 ,2.068 ,0.00,0.000,0.000,#DIV/0!,,,2.000 ,0.064 ,0.004 ,2.068 ,0.000 ,1.86 ,0.64 ,0.00 ,0.01 ,2.51 ,0.74,0.25,0.00,0.00,0.74 ,0.75,0.25,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"(OH,F,Cl)-dominate amphibole",Na-Ca Amphibole,0.007 ,0.000 ,0.000 ,0.030 ,0.000 ,3.345 ,0.00 ,0.00 ,0.638 ,0.000 ,0.01 ,0.242 ,0.00 ,0.04 ,3.35 ,0.00 ,0.00 ,0.01 ,0.99 ,0.88 ,0.00 ,0.05 ,0.07 ,0.12 ,1.13 ,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,1,Winchite,,,,,,,,,,,,,,Winchite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,KAMCHATKA,EPMA,45.9171,2.00858,7.89465,0.017922,,11.7397,,0.265079,15.2327,10.9396,1.8457,0.476859,0.06466,0.06516,-0.00131,,,0.04,84.68,#DIV/0!,#DIV/0!,1.94,#DIV/0!,,,60.084 ,79.879 ,101.961 ,151.990 ,159.690 ,71.846 ,70.938 ,40.304 ,56.077 ,61.979 ,94.196 ,18.998 ,35.450 ,29.880 ,74.692 ,81.390 ,,,0.764 ,0.025 ,0.155 ,0.000 ,0.000 ,0.004 ,0.378 ,0.195 ,0.060 ,0.010 ,0.003 ,0.002 ,0.000 ,(0.000),0.000 ,,,7.083 ,0.935 ,(0.126),0.574 ,0.025 ,3.595 ,0.234 ,1.826 ,0.651 ,0.099 ,0.058 ,0.010 ,2.374 ,,9.268 ,,,,7.083 ,0.935 ,0.000 ,8.018 ,0.500 ,0.234 ,0.000 ,0.002 ,(0.000),0.000 ,0.025 ,3.503 ,0.000 ,,4.265 ,0.009 ,0.000 ,0.000 ,,1.826 ,0.651 ,2.486 ,0.000 ,0.000 ,0.099 ,0.099 ,2.000 ,0.058 ,0.010 ,0.000 ,2.067 ,0.00,0.000,0.000,#DIV/0!,,,2.000 ,0.058 ,0.010 ,2.067 ,0.000 ,1.83 ,0.65 ,0.00 ,0.01 ,2.49 ,0.73,0.26,0.00,0.00,0.74 ,0.74,0.26,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"(OH,F,Cl)-dominate amphibole",Na-Ca Amphibole,0.009 ,0.000 ,0.000 ,0.025 ,0.000 ,3.503 ,0.00 ,(0.00),0.500 ,0.000 ,0.00 ,0.234 ,0.00 ,0.03 ,3.50 ,0.00 ,0.00 ,0.01 ,0.99 ,0.90 ,0.00 ,0.00 ,0.10 ,0.10 ,0.97 ,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,1,Winchite,,,,,,,,,,,,,,Winchite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,KAMCHATKA,EPMA,44.0978,2.30811,9.31086,0.023971,,12.2652,,0.250498,14.4161,11.1377,2.09481,0.476847,0.068555,0.062425,-0.00633,,,0.04,84.20,#DIV/0!,#DIV/0!,1.92,#DIV/0!,,,60.084 ,79.879 ,101.961 ,151.990 ,159.690 ,71.846 ,70.938 ,40.304 ,56.077 ,61.979 ,94.196 ,18.998 ,35.450 ,29.880 ,74.692 ,81.390 ,,,0.734 ,0.029 ,0.183 ,0.000 ,0.000 ,0.004 ,0.358 ,0.199 ,0.068 ,0.010 ,0.004 ,0.002 ,0.000 ,(0.000),0.000 ,,,6.883 ,1.141 ,(0.142),0.623 ,0.027 ,3.458 ,0.275 ,1.872 ,0.643 ,0.101 ,0.067 ,0.009 ,2.344 ,,9.378 ,,,,6.883 ,1.141 ,0.000 ,8.024 ,0.571 ,0.275 ,0.000 ,0.003 ,(0.001),0.000 ,0.027 ,3.354 ,0.000 ,,4.230 ,0.006 ,0.000 ,0.000 ,,1.872 ,0.643 ,2.522 ,0.000 ,0.000 ,0.101 ,0.101 ,2.000 ,0.067 ,0.009 ,0.000 ,2.075 ,0.00,0.000,0.000,#DIV/0!,,,2.000 ,0.067 ,0.009 ,2.075 ,0.000 ,1.87 ,0.64 ,0.00 ,0.01 ,2.52 ,0.74,0.26,0.00,0.00,0.74 ,0.74,0.26,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"(OH,F,Cl)-dominate amphibole",Na-Ca Amphibole,0.006 ,0.000 ,0.000 ,0.027 ,0.000 ,3.354 ,0.00 ,(0.00),0.571 ,0.000 ,0.00 ,0.275 ,0.00 ,0.03 ,3.35 ,0.00 ,0.00 ,0.01 ,0.99 ,0.90 ,0.00 ,0.00 ,0.10 ,0.10 ,1.12 ,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,1,Winchite,,,,,,,,,,,,,,Winchite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,KAMCHATKA,EPMA,42.8324,2.09882,11.0596,0.017815,,11.6873,,0.224677,14.5608,11.069,2.50356,0.306226,0.08207,0.013131,0.019318,,,0.04,84.75,#DIV/0!,#DIV/0!,1.92,#DIV/0!,,,60.084 ,79.879 ,101.961 ,151.990 ,159.690 ,71.846 ,70.938 ,40.304 ,56.077 ,61.979 ,94.196 ,18.998 ,35.450 ,29.880 ,74.692 ,81.390 ,,,0.713 ,0.026 ,0.217 ,0.000 ,0.000 ,0.003 ,0.361 ,0.197 ,0.081 ,0.007 ,0.004 ,0.000 ,0.000 ,0.000 ,0.000 ,,,6.668 ,1.371 ,(0.075),0.499 ,0.023 ,3.467 ,0.267 ,1.853 ,0.602 ,0.069 ,0.072 ,(0.004),2.311 ,,9.353 ,,,,6.668 ,1.371 ,0.000 ,8.038 ,0.658 ,0.267 ,0.000 ,0.002 ,0.002 ,0.000 ,0.023 ,3.379 ,0.000 ,,4.332 ,0.006 ,0.000 ,0.000 ,,1.853 ,0.602 ,2.462 ,0.000 ,0.153 ,0.069 ,0.222 ,2.000 ,0.072 ,0.000 ,0.000 ,2.072 ,0.00,0.000,0.000,#DIV/0!,,,2.000 ,0.072 ,0.000 ,2.072 ,0.000 ,1.85 ,0.60 ,0.00 ,0.01 ,2.46 ,0.75,0.24,0.00,0.00,0.75 ,0.76,0.24,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(OH,F,Cl)-dominate amphibole",Ca Amphibole,0.006 ,0.000 ,0.000 ,0.023 ,0.000 ,3.379 ,0.00 ,0.00 ,0.658 ,0.000 ,0.00 ,0.267 ,0.00 ,0.03 ,3.38 ,0.00 ,0.00 ,0.01 ,0.99 ,0.78 ,0.00 ,0.15 ,0.07 ,0.22 ,1.19 ,,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,1,Hornblende,,,,,,,magnesio-,,,,,,,magnesio-Hornblende,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,KAMCHATKA,EPMA,43.6257,1.90883,10.7266,0.013026,,12.5938,,0.314772,14.4177,10.8149,2.4628,0.280126,0.061545,0.020092,-0.01345,,,0.03,84.60,#DIV/0!,#DIV/0!,1.93,#DIV/0!,,,60.084 ,79.879 ,101.961 ,151.990 ,159.690 ,71.846 ,70.938 ,40.304 ,56.077 ,61.979 ,94.196 ,18.998 ,35.450 ,29.880 ,74.692 ,81.390 ,,,0.726 ,0.024 ,0.210 ,0.000 ,0.000 ,0.004 ,0.358 ,0.193 ,0.079 ,0.006 ,0.003 ,0.001 ,0.000 ,(0.000),0.000 ,,,6.768 ,1.268 ,(0.069),0.504 ,0.033 ,3.432 ,0.243 ,1.810 ,0.658 ,0.064 ,0.059 ,(0.002),2.365 ,,9.322 ,,,,6.768 ,1.268 ,0.000 ,8.036 ,0.693 ,0.243 ,0.000 ,0.002 ,(0.002),0.000 ,0.033 ,3.335 ,0.000 ,,4.304 ,0.009 ,0.000 ,0.000 ,,1.810 ,0.658 ,2.476 ,0.000 ,0.083 ,0.064 ,0.147 ,2.000 ,0.059 ,0.000 ,0.000 ,2.059 ,0.00,0.000,0.000,#DIV/0!,,,2.000 ,0.059 ,0.000 ,2.059 ,0.000 ,1.81 ,0.66 ,0.00 ,0.01 ,2.48 ,0.73,0.27,0.00,0.00,0.73 ,0.73,0.27,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"(OH,F,Cl)-dominate amphibole",Na-Ca Amphibole,0.009 ,0.000 ,0.000 ,0.033 ,0.000 ,3.335 ,0.00 ,(0.00),0.693 ,0.000 ,0.00 ,0.243 ,0.00 ,0.04 ,3.33 ,0.00 ,0.00 ,0.01 ,0.99 ,0.85 ,0.00 ,0.08 ,0.06 ,0.15 ,1.18 ,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,1,Winchite,,,,,,,,,,,,,,Winchite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,KAMCHATKA,EPMA,43.8673,2.205,10.5245,0.034507,,11.6937,,0.230936,14.6548,11.0661,2.44468,0.312449,0.043325,0.02009,-0.01559,,,0.02,85.37,#DIV/0!,#DIV/0!,1.94,#DIV/0!,,,60.084 ,79.879 ,101.961 ,151.990 ,159.690 ,71.846 ,70.938 ,40.304 ,56.077 ,61.979 ,94.196 ,18.998 ,35.450 ,29.880 ,74.692 ,81.390 ,,,0.730 ,0.028 ,0.206 ,0.000 ,0.000 ,0.003 ,0.364 ,0.197 ,0.079 ,0.007 ,0.002 ,0.001 ,0.000 ,(0.000),0.000 ,,,6.772 ,1.256 ,(0.114),0.531 ,0.024 ,3.472 ,0.267 ,1.840 ,0.624 ,0.068 ,0.051 ,(0.002),2.320 ,,9.276 ,,,,6.772 ,1.256 ,0.000 ,8.028 ,0.659 ,0.267 ,0.000 ,0.004 ,(0.002),0.000 ,0.024 ,3.373 ,0.000 ,,4.326 ,0.006 ,0.000 ,0.000 ,,1.840 ,0.624 ,2.470 ,0.000 ,0.108 ,0.068 ,0.176 ,2.000 ,0.051 ,0.000 ,0.000 ,2.051 ,0.00,0.000,0.000,#DIV/0!,,,2.000 ,0.051 ,0.000 ,2.051 ,0.000 ,1.84 ,0.62 ,0.00 ,0.01 ,2.47 ,0.75,0.25,0.00,0.00,0.75 ,0.75,0.25,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"(OH,F,Cl)-dominate amphibole",Na-Ca Amphibole,0.006 ,0.000 ,0.000 ,0.024 ,0.000 ,3.373 ,0.00 ,(0.00),0.659 ,0.000 ,0.00 ,0.267 ,0.00 ,0.03 ,3.37 ,0.00 ,0.00 ,0.01 ,0.99 ,0.82 ,0.00 ,0.11 ,0.07 ,0.18 ,1.20 ,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,1,Winchite,,,,,,,,,,,,,,Winchite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,KAMCHATKA,EPMA,44.3143,2.20368,10.0208,-0.00523,,11.4495,,0.273319,14.9426,10.6926,2.37277,0.294889,0.046459,0.016971,-0.02495,,,0.02,85.12,#DIV/0!,#DIV/0!,1.94,#DIV/0!,,,60.084 ,79.879 ,101.961 ,151.990 ,159.690 ,71.846 ,70.938 ,40.304 ,56.077 ,61.979 ,94.196 ,18.998 ,35.450 ,29.880 ,74.692 ,81.390 ,,,0.738 ,0.028 ,0.197 ,(0.000),0.000 ,0.004 ,0.371 ,0.191 ,0.077 ,0.006 ,0.002 ,0.000 ,0.000 ,(0.000),0.000 ,,,6.834 ,1.195 ,(0.070),0.463 ,0.026 ,3.518 ,0.270 ,1.782 ,0.635 ,0.065 ,0.048 ,(0.002),2.296 ,,9.267 ,,,,6.834 ,1.195 ,0.000 ,8.030 ,0.626 ,0.270 ,0.000 ,(0.001),(0.003),0.000 ,0.026 ,3.436 ,0.000 ,,4.354 ,0.009 ,0.000 ,0.000 ,,1.782 ,0.635 ,2.426 ,0.000 ,0.074 ,0.065 ,0.139 ,2.000 ,0.048 ,0.000 ,0.000 ,2.048 ,0.00,0.000,0.000,#DIV/0!,,,2.000 ,0.048 ,0.000 ,2.048 ,0.000 ,1.78 ,0.64 ,0.00 ,0.01 ,2.43 ,0.73,0.26,0.00,0.00,0.74 ,0.74,0.26,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"(OH,F,Cl)-dominate amphibole",Na-Ca Amphibole,0.009 ,0.000 ,0.000 ,0.026 ,0.000 ,3.436 ,0.00 ,(0.00),0.626 ,0.000 ,(0.00),0.270 ,0.00 ,0.04 ,3.44 ,0.00 ,0.00 ,0.01 ,0.99 ,0.86 ,0.00 ,0.07 ,0.06 ,0.14 ,1.16 ,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,1,Winchite,,,,,,,,,,,,,,Winchite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
